Plot,Edad,Sp,AB
4,12,CNMA,0
4,13,CNMA,0
4,14,CNMA,0
4,15,CNMA,0
4,16,CNMA,0
4,17,CNMA,0
4,18,CNMA,0
4,19,CNMA,0
6,18,CNMA,0
6,19,CNMA,0
6,20,CNMA,0
6,21,CNMA,0
6,22,CNMA,0
6,23,CNMA,0
6,24,CNMA,0
6,25,CNMA,0
6,26,CNMA,0
6,27,CNMA,0
8,2,CNMA,0
8,3,CNMA,0
8,4,CNMA,0
8,5,CNMA,0
8,6,CNMA,0
8,7,CNMA,0
8,8,CNMA,0
8,9,CNMA,0
8,10,CNMA,0
9,36,CNMA,0
9,37,CNMA,0
9,38,CNMA,0
9,39,CNMA,0
9,40,CNMA,0
9,41,CNMA,0
9,42,CNMA,0
9,43,CNMA,0
9,44,CNMA,0
9,45,CNMA,0
9,46,CNMA,0
10,5,CNMA,0
10,6,CNMA,0
10,7,CNMA,0
10,8,CNMA,0
10,9,CNMA,0
10,10,CNMA,0
10,11,CNMA,0
10,12,CNMA,0
10,13,CNMA,0
10,14,CNMA,0
11,3,CNMA,0
11,4,CNMA,0
11,5,CNMA,0
11,6,CNMA,0
11,7,CNMA,0
11,8,CNMA,0
11,9,CNMA,0
11,10,CNMA,0
12,9,CNMA,0
12,10,CNMA,0
12,11,CNMA,0
12,12,CNMA,0
12,13,CNMA,0
12,14,CNMA,0.033379422
12,15,CNMA,0.039976767
12,16,CNMA,0.048459067
12,17,CNMA,0.066758844
12,18,CNMA,0.062477104
12,19,CNMA,0.055174221
13,16,CNMA,0
13,17,CNMA,0
13,18,CNMA,0
13,19,CNMA,0
13,20,CNMA,0
13,21,CNMA,0
13,22,CNMA,0
13,23,CNMA,0
13,24,CNMA,0
13,25,CNMA,0
14,2,CNMA,0
14,3,CNMA,0
14,4,CNMA,0
14,5,CNMA,0
14,6,CNMA,0
14,7,CNMA,0
14,8,CNMA,0
14,9,CNMA,0
14,10,CNMA,0
15,7,CNMA,0.14522012
15,8,CNMA,0.196349541
15,9,CNMA,0.246300864
15,10,CNMA,0.268782886
15,11,CNMA,0.373928066
15,12,CNMA,0.447696588
15,13,CNMA,0.441786467
15,14,CNMA,0
15,15,CNMA,0
15,16,CNMA,0
16,62,CNMA,0.195728291
16,63,CNMA,0.123503861
16,64,CNMA,0.113725654
16,65,CNMA,0.144945231
16,66,CNMA,0.146417853
16,67,CNMA,0.189747484
16,68,CNMA,0.117731185
16,69,CNMA,0.148361713
16,70,CNMA,0.112154858
17,56,CNMA,0.803678306
17,57,CNMA,0.341869094
17,58,CNMA,0.42967893
17,59,CNMA,0.512099237
17,60,CNMA,0.546362232
17,61,CNMA,0.59236693
17,62,CNMA,0.693153149
17,63,CNMA,0.760893741
1,30,COLI,0.047759277
1,31,COLI,0.047909288
1,32,COLI,0.053407075
1,33,COLI,0.059219022
1,34,COLI,0.062910393
1,35,COLI,0.060632738
1,36,COLI,0.028627763
1,37,COLI,0.028627763
1,38,COLI,0.035342917
1,39,COLI,0.104340146
2,23,COLI,0
2,24,COLI,0
2,25,COLI,0
2,26,COLI,0
2,27,COLI,0
2,28,COLI,0
2,29,COLI,0
2,30,COLI,0
2,31,COLI,0
2,32,COLI,0
2,33,COLI,0
3,40,COLI,3.065094872
3,41,COLI,3.036221672
3,42,COLI,3.086153361
3,43,COLI,3.341456851
3,44,COLI,2.898556101
3,45,COLI,2.284536725
3,46,COLI,2.203336373
3,47,COLI,2.013270017
3,48,COLI,2.282897207
3,49,COLI,2.252011424
3,50,COLI,2.380463293
4,10,COLI,0
4,11,COLI,0
4,12,COLI,0
4,13,COLI,0
4,14,COLI,0
4,15,COLI,0
4,16,COLI,0
4,17,COLI,0
4,18,COLI,0
4,19,COLI,0
6,18,COLI,0
6,19,COLI,0
6,20,COLI,0
6,21,COLI,0
6,22,COLI,0
6,23,COLI,0
6,24,COLI,0
6,25,COLI,0.049769111
6,26,COLI,0.05972953
6,27,COLI,0.153258278
8,2,COLI,0.008659015
8,3,COLI,0.011309734
8,4,COLI,0.008741678
8,5,COLI,0.011309734
8,6,COLI,0.131259668
8,7,COLI,0.198846322
8,8,COLI,0.331752184
8,9,COLI,0.362068553
8,10,COLI,0.442414785
9,36,COLI,2.540743424
9,37,COLI,2.439063814
9,38,COLI,2.73944425
9,39,COLI,2.974248849
9,40,COLI,3.583241676
9,41,COLI,3.530173304
9,42,COLI,3.081303527
9,43,COLI,2.817105402
9,44,COLI,2.880526304
9,45,COLI,3.200320801
9,46,COLI,3.285261613
10,5,COLI,0
10,6,COLI,0
10,7,COLI,0.007853982
10,8,COLI,0.009503318
10,9,COLI,0.015393804
10,10,COLI,0.038013271
10,11,COLI,0.187151743
10,12,COLI,0.072178091
10,13,COLI,0.101983952
10,14,COLI,0.095386607
11,3,COLI,0
11,4,COLI,0
11,5,COLI,0
11,6,COLI,0
11,7,COLI,0
11,8,COLI,0
11,9,COLI,0
11,10,COLI,0
12,9,COLI,0
12,10,COLI,0.012271846
12,11,COLI,0.028981192
12,12,COLI,0.037856191
12,13,COLI,0.030021845
12,14,COLI,0.058649608
12,15,COLI,0.057191123
12,16,COLI,0.060868358
12,17,COLI,0.129590697
12,18,COLI,0.232988365
12,19,COLI,0.255921992
13,16,COLI,0
13,17,COLI,0
13,18,COLI,0
13,19,COLI,0
13,20,COLI,0
13,21,COLI,0
13,22,COLI,0
13,23,COLI,0
13,24,COLI,0
13,25,COLI,0
14,2,COLI,0
14,3,COLI,0.008659015
14,4,COLI,0.022698007
14,5,COLI,0.012173868
14,6,COLI,0.012173868
14,7,COLI,0.013273229
14,8,COLI,0.022965828
14,9,COLI,0.14557355
14,10,COLI,0.255254403
15,7,COLI,0
15,8,COLI,0
15,9,COLI,0
15,10,COLI,0
15,11,COLI,0
15,12,COLI,0
15,13,COLI,0
15,14,COLI,0
15,15,COLI,0
15,16,COLI,0
16,62,COLI,0.743978228
16,63,COLI,0.733139733
16,64,COLI,0.737155081
16,65,COLI,0.749368023
16,66,COLI,0.812886314
16,67,COLI,0.765303751
16,68,COLI,0.800477808
16,69,COLI,0.890798597
16,70,COLI,0.930141547
17,56,COLI,0
17,57,COLI,0
17,58,COLI,0
17,59,COLI,0
17,60,COLI,0
17,61,COLI,0
17,62,COLI,0
17,63,COLI,0
1,30,CODE,0
1,31,CODE,0
1,32,CODE,0
1,33,CODE,0
1,34,CODE,0
1,35,CODE,0
1,36,CODE,0
1,37,CODE,0
1,38,CODE,0
1,39,CODE,0
2,23,CODE,0
2,24,CODE,0
2,25,CODE,0
2,26,CODE,0
2,27,CODE,0
2,28,CODE,0
2,29,CODE,0
2,30,CODE,0
2,31,CODE,0.110741141
2,32,CODE,0.090848765
2,33,CODE,0.076576321
3,40,CODE,0
3,41,CODE,0
3,42,CODE,0
3,43,CODE,0
3,44,CODE,0
3,45,CODE,0
3,46,CODE,0
3,47,CODE,0
3,48,CODE,0
3,49,CODE,0
3,50,CODE,0
4,10,CODE,0
4,11,CODE,0
4,12,CODE,0
4,13,CODE,0
4,14,CODE,0
4,15,CODE,0
4,16,CODE,0
4,17,CODE,0
4,18,CODE,0
4,19,CODE,0
6,18,CODE,0.053760504
6,19,CODE,0.099048526
6,20,CODE,0.130219015
6,21,CODE,0.090733123
6,22,CODE,0.122286494
6,23,CODE,0.157020728
6,24,CODE,0.137366139
6,25,CODE,0.148811157
6,26,CODE,0.111585444
6,27,CODE,0.110996395
8,2,CODE,0
8,3,CODE,0
8,4,CODE,0
8,5,CODE,0
8,6,CODE,0
8,7,CODE,0
8,8,CODE,0
8,9,CODE,0
8,10,CODE,0
9,36,CODE,0
9,37,CODE,0
9,38,CODE,0
9,39,CODE,0
9,40,CODE,0
9,41,CODE,0
9,42,CODE,0
9,43,CODE,0
9,44,CODE,0
9,45,CODE,0
9,46,CODE,0
10,5,CODE,0
10,6,CODE,0
10,7,CODE,0
10,8,CODE,0
10,9,CODE,0
10,10,CODE,0
10,11,CODE,0
10,12,CODE,0
10,13,CODE,0
10,14,CODE,0
11,3,CODE,0
11,4,CODE,0
11,5,CODE,0
11,6,CODE,0
11,7,CODE,0
11,8,CODE,0
11,9,CODE,0
11,10,CODE,0
12,9,CODE,0
12,10,CODE,0
12,11,CODE,0
12,12,CODE,0
12,13,CODE,0
12,14,CODE,0
12,15,CODE,0
12,16,CODE,0
12,17,CODE,0
12,18,CODE,0.022698007
12,19,CODE,0.0254469
13,16,CODE,0
13,17,CODE,0
13,18,CODE,0
13,19,CODE,0
13,20,CODE,0
13,21,CODE,0
13,22,CODE,0
13,23,CODE,0
13,24,CODE,0
13,25,CODE,0
14,2,CODE,0
14,3,CODE,0
14,4,CODE,0
14,5,CODE,0
14,6,CODE,0
14,7,CODE,0
14,8,CODE,0
14,9,CODE,0
14,10,CODE,0
15,7,CODE,0
15,8,CODE,0
15,9,CODE,0
15,10,CODE,0
15,11,CODE,0
15,12,CODE,0
15,13,CODE,0
15,14,CODE,0
15,15,CODE,0
15,16,CODE,0
16,62,CODE,0
16,63,CODE,0
16,64,CODE,0
16,65,CODE,0
16,66,CODE,0
16,67,CODE,0
16,68,CODE,0
16,69,CODE,0
16,70,CODE,0
17,56,CODE,0
17,57,CODE,0
17,58,CODE,0
17,59,CODE,0
17,60,CODE,0
17,61,CODE,0
17,62,CODE,0
17,63,CODE,0
1,30,CRNI,0
1,31,CRNI,0
1,32,CRNI,0
1,33,CRNI,0
1,34,CRNI,0
1,35,CRNI,0
1,36,CRNI,0
1,37,CRNI,0
1,38,CRNI,0
1,39,CRNI,0
2,23,CRNI,0
2,24,CRNI,0
2,25,CRNI,0
2,26,CRNI,0
2,27,CRNI,0
2,28,CRNI,0
2,29,CRNI,0
2,30,CRNI,0
2,31,CRNI,0
2,32,CRNI,0
2,33,CRNI,0
3,40,CRNI,0.965587352
3,41,CRNI,1.055555497
3,42,CRNI,1.123503041
3,43,CRNI,1.367515647
3,44,CRNI,1.412695677
3,45,CRNI,1.284184902
3,46,CRNI,1.400875434
3,47,CRNI,1.529445113
3,48,CRNI,1.136510412
3,49,CRNI,1.315541924
3,50,CRNI,0.952530893
4,10,CRNI,0
4,11,CRNI,0
4,12,CRNI,0
4,13,CRNI,0
4,14,CRNI,0
4,15,CRNI,0
4,16,CRNI,0
4,17,CRNI,0
4,18,CRNI,0
4,19,CRNI,0.018422299
6,18,CRNI,0
6,19,CRNI,0
6,20,CRNI,0
6,21,CRNI,0
6,22,CRNI,0
6,23,CRNI,0
6,24,CRNI,0
6,25,CRNI,0
6,26,CRNI,0
6,27,CRNI,0
8,2,CRNI,0
8,3,CRNI,0
8,4,CRNI,0
8,5,CRNI,0
8,6,CRNI,0
8,7,CRNI,0
8,8,CRNI,0
8,9,CRNI,0.024897122
8,10,CRNI,0.028981192
9,36,CRNI,0
9,37,CRNI,0
9,38,CRNI,0
9,39,CRNI,0
9,40,CRNI,0
9,41,CRNI,0
9,42,CRNI,0
9,43,CRNI,0
9,44,CRNI,0
9,45,CRNI,0
9,46,CRNI,0
10,5,CRNI,0
10,6,CRNI,0
10,7,CRNI,0
10,8,CRNI,0
10,9,CRNI,0
10,10,CRNI,0
10,11,CRNI,0
10,12,CRNI,0
10,13,CRNI,0
10,14,CRNI,0
11,3,CRNI,0
11,4,CRNI,0
11,5,CRNI,0
11,6,CRNI,0
11,7,CRNI,0
11,8,CRNI,0
11,9,CRNI,0
11,10,CRNI,0
12,9,CRNI,0.064481189
12,10,CRNI,0.079953533
12,11,CRNI,0.117927534
12,12,CRNI,0.140821891
12,13,CRNI,0.121336743
12,14,CRNI,0.135009944
12,15,CRNI,0.118472601
12,16,CRNI,0.140429192
12,17,CRNI,0.194798379
12,18,CRNI,0.227973229
12,19,CRNI,0.26507188
13,16,CRNI,0
13,17,CRNI,0
13,18,CRNI,0
13,19,CRNI,0
13,20,CRNI,0
13,21,CRNI,0
13,22,CRNI,0
13,23,CRNI,0
13,24,CRNI,0
13,25,CRNI,0
14,2,CRNI,0
14,3,CRNI,0
14,4,CRNI,0
14,5,CRNI,0
14,6,CRNI,0
14,7,CRNI,0
14,8,CRNI,0
14,9,CRNI,0
14,10,CRNI,0
15,7,CRNI,0.483805269
15,8,CRNI,0.532087621
15,9,CRNI,0.63731134
15,10,CRNI,0.827200981
15,11,CRNI,0.893576943
15,12,CRNI,0.843056206
15,13,CRNI,0.448152904
15,14,CRNI,0.793195596
15,15,CRNI,0.9493893
15,16,CRNI,1.084805248
16,62,CRNI,0
16,63,CRNI,0
16,64,CRNI,0
16,65,CRNI,0
16,66,CRNI,0
16,67,CRNI,0
16,68,CRNI,0
16,69,CRNI,0
16,70,CRNI,0
17,56,CRNI,0.0254469
17,57,CRNI,0.022698007
17,58,CRNI,0.026648277
17,59,CRNI,0.0254469
17,60,CRNI,0.022965828
17,61,CRNI,0.0254469
17,62,CRNI,0.031415927
17,63,CRNI,0.041547563
1,30,EUSC,0
1,31,EUSC,0
1,32,EUSC,0
1,33,EUSC,0
1,34,EUSC,0
1,35,EUSC,0
1,36,EUSC,0
1,37,EUSC,0.011499015
1,38,EUSC,0.059140482
1,39,EUSC,0.050736721
2,23,EUSC,0
2,24,EUSC,0
2,25,EUSC,0
2,26,EUSC,0
2,27,EUSC,0
2,28,EUSC,0
2,29,EUSC,0
2,30,EUSC,0
2,31,EUSC,0
2,32,EUSC,0
2,33,EUSC,0
3,40,EUSC,0
3,41,EUSC,0
3,42,EUSC,0
3,43,EUSC,0
3,44,EUSC,0
3,45,EUSC,0
3,46,EUSC,0
3,47,EUSC,0.051070516
3,48,EUSC,0.061575216
3,49,EUSC,0.053092916
3,50,EUSC,0.055154586
4,10,EUSC,0
4,11,EUSC,0
4,12,EUSC,0
4,13,EUSC,0
4,14,EUSC,0
4,15,EUSC,0
4,16,EUSC,0
4,17,EUSC,0
4,18,EUSC,0
4,19,EUSC,0
6,18,EUSC,0
6,19,EUSC,0
6,20,EUSC,0
6,21,EUSC,0
6,22,EUSC,0
6,23,EUSC,0
6,24,EUSC,0
6,25,EUSC,0.208326863
6,26,EUSC,0.25433156
6,27,EUSC,0.300984211
8,2,EUSC,0
8,3,EUSC,0
8,4,EUSC,0
8,5,EUSC,0
8,6,EUSC,0
8,7,EUSC,0
8,8,EUSC,0
8,9,EUSC,0
8,10,EUSC,0
9,36,EUSC,7.861595087
9,37,EUSC,7.763695206
9,38,EUSC,7.512608322
9,39,EUSC,6.464018326
9,40,EUSC,6.096355577
9,41,EUSC,4.550322069
9,42,EUSC,4.619363477
9,43,EUSC,5.028531376
9,44,EUSC,5.036876232
9,45,EUSC,4.069638758
9,46,EUSC,3.454613092
10,5,EUSC,0
10,6,EUSC,0
10,7,EUSC,0
10,8,EUSC,0
10,9,EUSC,0
10,10,EUSC,0
10,11,EUSC,0
10,12,EUSC,0
10,13,EUSC,0
10,14,EUSC,0
11,3,EUSC,0
11,4,EUSC,0
11,5,EUSC,0
11,6,EUSC,0
11,7,EUSC,0
11,8,EUSC,0
11,9,EUSC,0
11,10,EUSC,0
12,9,EUSC,0
12,10,EUSC,0
12,11,EUSC,0
12,12,EUSC,0
12,13,EUSC,0
12,14,EUSC,0
12,15,EUSC,0
12,16,EUSC,0
12,17,EUSC,0
12,18,EUSC,0
12,19,EUSC,0
13,16,EUSC,0
13,17,EUSC,0
13,18,EUSC,0
13,19,EUSC,0
13,20,EUSC,0
13,21,EUSC,0
13,22,EUSC,0
13,23,EUSC,0
13,24,EUSC,0
13,25,EUSC,0
14,2,EUSC,0
14,3,EUSC,0
14,4,EUSC,0
14,5,EUSC,0
14,6,EUSC,0
14,7,EUSC,0
14,8,EUSC,0
14,9,EUSC,0
14,10,EUSC,0
15,7,EUSC,0
15,8,EUSC,0
15,9,EUSC,0
15,10,EUSC,0
15,11,EUSC,0
15,12,EUSC,0
15,13,EUSC,0
15,14,EUSC,0
15,15,EUSC,0
15,16,EUSC,0
16,62,EUSC,0
16,63,EUSC,0
16,64,EUSC,0
16,65,EUSC,0
16,66,EUSC,0
16,67,EUSC,0
16,68,EUSC,0
16,69,EUSC,0
16,70,EUSC,0
17,56,EUSC,0.833562706
17,57,EUSC,0.692726089
17,58,EUSC,0.494561493
17,59,EUSC,0.476206541
17,60,EUSC,0.490657868
17,61,EUSC,0.546696027
17,62,EUSC,0.554294754
17,63,EUSC,0.509036185
1,30,EXCA,0.013273229
1,31,EXCA,0.017671459
1,32,EXCA,0.030480517
1,33,EXCA,0.059219022
1,34,EXCA,0.093148222
1,35,EXCA,0.113725654
1,36,EXCA,0.124075631
1,37,EXCA,0.228149527
1,38,EXCA,0.292914245
1,39,EXCA,0.269038141
2,23,EXCA,0
2,24,EXCA,0
2,25,EXCA,0
2,26,EXCA,0
2,27,EXCA,0
2,28,EXCA,0
2,29,EXCA,0
2,30,EXCA,0
2,31,EXCA,0
2,32,EXCA,0
2,33,EXCA,0
3,40,EXCA,0
3,41,EXCA,0
3,42,EXCA,0
3,43,EXCA,0
3,44,EXCA,0
3,45,EXCA,0
3,46,EXCA,0
3,47,EXCA,0
3,48,EXCA,0
3,49,EXCA,0
3,50,EXCA,0
4,10,EXCA,0
4,11,EXCA,0
4,12,EXCA,0
4,13,EXCA,0
4,14,EXCA,0
4,15,EXCA,0
4,16,EXCA,0
4,17,EXCA,0
4,18,EXCA,0
4,19,EXCA,0
6,18,EXCA,0
6,19,EXCA,0
6,20,EXCA,0
6,21,EXCA,0
6,22,EXCA,0
6,23,EXCA,0
6,24,EXCA,0
6,25,EXCA,0.015393804
6,26,EXCA,0.017671459
6,27,EXCA,0.020535719
8,2,EXCA,0
8,3,EXCA,0
8,4,EXCA,0
8,5,EXCA,0
8,6,EXCA,0
8,7,EXCA,0
8,8,EXCA,0
8,9,EXCA,0
8,10,EXCA,0
9,36,EXCA,0.013273229
9,37,EXCA,0.010386891
9,38,EXCA,0.013273229
9,39,EXCA,0.019163715
9,40,EXCA,0.021127211
9,41,EXCA,0.022658737
9,42,EXCA,0.023236005
9,43,EXCA,0.022776547
9,44,EXCA,0.026546458
9,45,EXCA,0.009503318
9,46,EXCA,0.011309734
10,5,EXCA,0
10,6,EXCA,0
10,7,EXCA,0
10,8,EXCA,0
10,9,EXCA,0
10,10,EXCA,0
10,11,EXCA,0
10,12,EXCA,0
10,13,EXCA,0
10,14,EXCA,0
11,3,EXCA,0
11,4,EXCA,0
11,5,EXCA,0
11,6,EXCA,0
11,7,EXCA,0
11,8,EXCA,0
11,9,EXCA,0
11,10,EXCA,0
12,9,EXCA,0
12,10,EXCA,0
12,11,EXCA,0
12,12,EXCA,0
12,13,EXCA,0
12,14,EXCA,0
12,15,EXCA,0
12,16,EXCA,0
12,17,EXCA,0
12,18,EXCA,0
12,19,EXCA,0
13,16,EXCA,0
13,17,EXCA,0
13,18,EXCA,0
13,19,EXCA,0
13,20,EXCA,0
13,21,EXCA,0
13,22,EXCA,0
13,23,EXCA,0
13,24,EXCA,0
13,25,EXCA,0
14,2,EXCA,0
14,3,EXCA,0
14,4,EXCA,0
14,5,EXCA,0
14,6,EXCA,0
14,7,EXCA,0
14,8,EXCA,0
14,9,EXCA,0
14,10,EXCA,0
15,7,EXCA,0
15,8,EXCA,0
15,9,EXCA,0
15,10,EXCA,0
15,11,EXCA,0
15,12,EXCA,0
15,13,EXCA,0
15,14,EXCA,0
15,15,EXCA,0
15,16,EXCA,0
16,62,EXCA,0
16,63,EXCA,0
16,64,EXCA,0
16,65,EXCA,0
16,66,EXCA,0
16,67,EXCA,0
16,68,EXCA,0
16,69,EXCA,0
16,70,EXCA,0
17,56,EXCA,0
17,57,EXCA,0
17,58,EXCA,0
17,59,EXCA,0
17,60,EXCA,0
17,61,EXCA,0
17,62,EXCA,0
17,63,EXCA,0
1,30,FOPA,0
1,31,FOPA,0
1,32,FOPA,0.024543693
1,33,FOPA,0.07264933
1,34,FOPA,0
1,35,FOPA,0
1,36,FOPA,0
1,37,FOPA,0
1,38,FOPA,0.061653756
1,39,FOPA,0.049087385
2,23,FOPA,0
2,24,FOPA,0
2,25,FOPA,0
2,26,FOPA,0
2,27,FOPA,0
2,28,FOPA,0
2,29,FOPA,0
2,30,FOPA,0
2,31,FOPA,0
2,32,FOPA,0
2,33,FOPA,0
3,40,FOPA,0
3,41,FOPA,0
3,42,FOPA,0
3,43,FOPA,0
3,44,FOPA,0
3,45,FOPA,0
3,46,FOPA,0
3,47,FOPA,0
3,48,FOPA,0
3,49,FOPA,0
3,50,FOPA,0
4,10,FOPA,0
4,11,FOPA,0
4,12,FOPA,0
4,13,FOPA,0
4,14,FOPA,0
4,15,FOPA,0
4,16,FOPA,0
4,17,FOPA,0
4,18,FOPA,0
4,19,FOPA,0
6,18,FOPA,0
6,19,FOPA,0
6,20,FOPA,0
6,21,FOPA,0
6,22,FOPA,0
6,23,FOPA,0
6,24,FOPA,0
6,25,FOPA,0
6,26,FOPA,0
6,27,FOPA,0
8,2,FOPA,0
8,3,FOPA,0
8,4,FOPA,0
8,5,FOPA,0
8,6,FOPA,0
8,7,FOPA,0
8,8,FOPA,0
8,9,FOPA,0
8,10,FOPA,0
9,36,FOPA,0.130454635
9,37,FOPA,0.145023771
9,38,FOPA,0.168330461
9,39,FOPA,0.172473437
9,40,FOPA,0.150285939
9,41,FOPA,0.165404853
9,42,FOPA,0.194681355
9,43,FOPA,0.194268236
9,44,FOPA,0.226233941
9,45,FOPA,0.262676416
9,46,FOPA,0.266289247
10,5,FOPA,0
10,6,FOPA,0
10,7,FOPA,0
10,8,FOPA,0
10,9,FOPA,0
10,10,FOPA,0
10,11,FOPA,0
10,12,FOPA,0
10,13,FOPA,0
10,14,FOPA,0
11,3,FOPA,0
11,4,FOPA,0
11,5,FOPA,0
11,6,FOPA,0
11,7,FOPA,0
11,8,FOPA,0
11,9,FOPA,0
11,10,FOPA,0
12,9,FOPA,0
12,10,FOPA,0
12,11,FOPA,0
12,12,FOPA,0
12,13,FOPA,0
12,14,FOPA,0
12,15,FOPA,0
12,16,FOPA,0
12,17,FOPA,0
12,18,FOPA,0
12,19,FOPA,0.109091805
13,16,FOPA,0
13,17,FOPA,0
13,18,FOPA,0
13,19,FOPA,0
13,20,FOPA,0
13,21,FOPA,0
13,22,FOPA,0
13,23,FOPA,0
13,24,FOPA,0
13,25,FOPA,0
14,2,FOPA,0
14,3,FOPA,0
14,4,FOPA,0
14,5,FOPA,0
14,6,FOPA,0
14,7,FOPA,0
14,8,FOPA,0
14,9,FOPA,0
14,10,FOPA,0.009503318
15,7,FOPA,0
15,8,FOPA,0
15,9,FOPA,0
15,10,FOPA,0
15,11,FOPA,0
15,12,FOPA,0
15,13,FOPA,0
15,14,FOPA,0
15,15,FOPA,0
15,16,FOPA,0
16,62,FOPA,0.057255526
16,63,FOPA,0.063793966
16,64,FOPA,0.061575216
16,65,FOPA,0.070685835
16,66,FOPA,0.070685835
16,67,FOPA,0.080424772
16,68,FOPA,0.061575216
16,69,FOPA,0.141234225
16,70,FOPA,0.152072719
17,56,FOPA,0.780199809
17,57,FOPA,0.813952295
17,58,FOPA,0.902446342
17,59,FOPA,0.641238331
17,60,FOPA,0.811433327
17,61,FOPA,0.950263055
17,62,FOPA,0.646186339
17,63,FOPA,0.737442419
1,30,GYMO,0
1,31,GYMO,0
1,32,GYMO,0
1,33,GYMO,0
1,34,GYMO,0
1,35,GYMO,0
1,36,GYMO,0
1,37,GYMO,0
1,38,GYMO,0
1,39,GYMO,0
2,23,GYMO,0
2,24,GYMO,0
2,25,GYMO,0
2,26,GYMO,0
2,27,GYMO,0
2,28,GYMO,0
2,29,GYMO,0
2,30,GYMO,0
2,31,GYMO,0
2,32,GYMO,0
2,33,GYMO,0
3,40,GYMO,0
3,41,GYMO,0
3,42,GYMO,0
3,43,GYMO,0
3,44,GYMO,0
3,45,GYMO,0
3,46,GYMO,0
3,47,GYMO,0
3,48,GYMO,0
3,49,GYMO,0
3,50,GYMO,0
4,10,GYMO,0
4,11,GYMO,0
4,12,GYMO,0
4,13,GYMO,0
4,14,GYMO,0
4,15,GYMO,0
4,16,GYMO,0
4,17,GYMO,0
4,18,GYMO,0
4,19,GYMO,0
6,18,GYMO,0
6,19,GYMO,0
6,20,GYMO,0
6,21,GYMO,0
6,22,GYMO,0
6,23,GYMO,0
6,24,GYMO,0
6,25,GYMO,0
6,26,GYMO,0
6,27,GYMO,0
8,2,GYMO,0
8,3,GYMO,0
8,4,GYMO,0
8,5,GYMO,0
8,6,GYMO,0
8,7,GYMO,0
8,8,GYMO,0
8,9,GYMO,0
8,10,GYMO,0
9,36,GYMO,0.013273229
9,37,GYMO,0.011309734
9,38,GYMO,0.013273229
9,39,GYMO,0.021127211
9,40,GYMO,0.011309734
9,41,GYMO,0.010386891
9,42,GYMO,0.012271846
9,43,GYMO,0
9,44,GYMO,0
9,45,GYMO,0
9,46,GYMO,0
10,5,GYMO,0
10,6,GYMO,0
10,7,GYMO,0
10,8,GYMO,0
10,9,GYMO,0
10,10,GYMO,0
10,11,GYMO,0
10,12,GYMO,0
10,13,GYMO,0
10,14,GYMO,0
11,3,GYMO,0
11,4,GYMO,0
11,5,GYMO,0
11,6,GYMO,0
11,7,GYMO,0
11,8,GYMO,0
11,9,GYMO,0
11,10,GYMO,0
12,9,GYMO,0
12,10,GYMO,0
12,11,GYMO,0
12,12,GYMO,0
12,13,GYMO,0
12,14,GYMO,0
12,15,GYMO,0
12,16,GYMO,0
12,17,GYMO,0
12,18,GYMO,0
12,19,GYMO,0
13,16,GYMO,0
13,17,GYMO,0
13,18,GYMO,0
13,19,GYMO,0
13,20,GYMO,0
13,21,GYMO,0
13,22,GYMO,0
13,23,GYMO,0
13,24,GYMO,0
13,25,GYMO,0
14,2,GYMO,0
14,3,GYMO,0
14,4,GYMO,0
14,5,GYMO,0
14,6,GYMO,0
14,7,GYMO,0
14,8,GYMO,0
14,9,GYMO,0
14,10,GYMO,0
15,7,GYMO,0
15,8,GYMO,0
15,9,GYMO,0
15,10,GYMO,0
15,11,GYMO,0
15,12,GYMO,0
15,13,GYMO,0
15,14,GYMO,0
15,15,GYMO,0
15,16,GYMO,0
16,62,GYMO,0
16,63,GYMO,0
16,64,GYMO,0
16,65,GYMO,0
16,66,GYMO,0
16,67,GYMO,0
16,68,GYMO,0
16,69,GYMO,0.015393804
16,70,GYMO,0.015614501
17,56,GYMO,0.180955737
17,57,GYMO,0.177205461
17,58,GYMO,0.264207942
17,59,GYMO,0.241922269
17,60,GYMO,0.255175863
17,61,GYMO,0.29705722
17,62,GYMO,0.331830724
17,63,GYMO,0.357847038
1,30,HACA,0
1,31,HACA,0
1,32,HACA,0
1,33,HACA,0
1,34,HACA,0
1,35,HACA,0
1,36,HACA,0
1,37,HACA,0
1,38,HACA,0
1,39,HACA,0.035342917
2,23,HACA,0
2,24,HACA,0
2,25,HACA,0
2,26,HACA,0
2,27,HACA,0
2,28,HACA,0
2,29,HACA,0.050893801
2,30,HACA,0.056705747
2,31,HACA,0.247321882
2,32,HACA,0.423807918
2,33,HACA,0.722919739
3,40,HACA,0.053092916
3,41,HACA,0.053092916
3,42,HACA,0.055154586
3,43,HACA,0.055154586
3,44,HACA,0.059395736
3,45,HACA,0.059395736
3,46,HACA,0.052076807
3,47,HACA,0
3,48,HACA,0
3,49,HACA,0
3,50,HACA,0
4,10,HACA,0
4,11,HACA,0
4,12,HACA,0
4,13,HACA,0
4,14,HACA,0
4,15,HACA,0
4,16,HACA,0
4,17,HACA,0
4,18,HACA,0
4,19,HACA,0
6,18,HACA,0.112714454
6,19,HACA,0.034636059
6,20,HACA,0.086604874
6,21,HACA,0.093835446
6,22,HACA,0.124407069
6,23,HACA,0.143943848
6,24,HACA,0.13063135
6,25,HACA,0.186285449
6,26,HACA,0.190027086
6,27,HACA,0.186060825
8,2,HACA,0
8,3,HACA,0
